step,time_s,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,agl,dist_xy,dist_3d,target_x,target_y,target_z,plat_vel_x,plat_vel_y,plat_vel_z,cmd_vx,cmd_vy,cmd_vz,cmd_speed,cmd_yaw,landing_phase,descent_phase,assist_type,collision_risk,clutter_density,navigability,escape_active,pred_escape_active,threat_acc
12,0.554,8.937,1.5296,3.9658,-0.1651,-0.0075,0.5072,0.13,9.954,10.643,0.3973,-3.5847,0.2,0.0,0.0,0.0,-0.6208,0.0477,0.624,0.8815,-0.7559,0,0,0,0.974,0.309,0.691,0,0,9.0
13,0.603,8.9329,1.5295,3.9769,-0.2017,-0.0085,0.5558,0.141,9.95,10.643,0.3973,-3.5847,0.2,0.0,0.0,0.0,-0.6675,0.0587,0.672,0.949,-0.7807,0,0,0,0.972,0.253,0.747,0,0,10.0
14,0.651,8.9281,1.5293,3.989,-0.2406,-0.0071,0.6046,0.153,9.946,10.644,0.3973,-3.5847,0.2,0.0,0.0,0.0,-0.7141,0.0701,0.72,1.0165,-0.7448,0,0,0,0.972,0.235,0.765,0,0,11.0
15,0.699,8.9224,1.5292,4.0021,-0.2852,-0.0059,0.6526,0.166,9.941,10.644,0.3973,-3.5847,0.2,0.0,0.0,0.0,-0.7602,0.0835,0.768,1.0838,-0.7699,0,0,0,0.969,0.191,0.809,0,0,10.5
16,0.747,8.9158,1.5292,4.0161,-0.3315,-0.0021,0.7006,0.18,9.936,10.643,0.3973,-3.5847,0.2,0.0,0.0,0.0,-0.8059,0.0982,0.816,1.1511,-0.7341,0,0,0,0.969,0.173,0.827,0,0,10.0
17,0.795,8.9081,1.5292,4.031,-0.383,0.0019,0.7477,0.195,9.929,10.643,0.3973,-3.5847,0.2,0.0,0.0,0.0,-0.8369,0.0615,0.864,1.2044,-0.7595,0,0,0,0.453,0.134,0.866,0,0,9.5
18,0.842,8.8994,1.5294,4.0469,-0.4353,0.0088,0.7941,0.211,9.922,10.641,0.3973,-3.5847,0.2,0.0,0.0,0.0,-0.8678,0.0248,0.912,1.2591,-0.7241,0,0,0,0.447,0.127,0.873,0,0,9.0
19,0.89,8.8896,1.5297,4.0637,-0.4922,0.0162,0.8389,0.228,9.913,10.64,0.3973,-3.5847,0.2,0.0,0.0,0.0,-0.8987,-0.0119,0.96,1.3151,-0.7654,0,0,0,0.451,0.129,0.871,0,0,8.5
20,0.935,8.8786,1.5302,4.0813,-0.5492,0.0268,0.8829,0.246,9.904,10.638,0.3973,-3.5847,0.2,0.0,0.0,0.0,-0.9296,-0.0487,1.008,1.3721,-0.761,0,0,0,0.441,0.128,0.872,0,0,8.0
21,0.98,8.8665,1.531,4.0999,-0.605,0.0364,0.9278,0.264,9.894,10.635,0.3973,-3.5847,0.2,0.0,0.0,0.0,-0.9604,-0.0855,1.056,1.43,-0.7686,0,0,0,0.446,0.13,0.87,0,0,7.5
22,1.026,8.8532,1.5318,4.1193,-0.6631,0.0447,0.9723,0.284,9.883,10.632,0.3973,-3.5847,0.2,0.0,0.0,0.0,-0.9912,-0.1223,1.104,1.4887,-0.7428,0,0,0,0.455,0.129,0.871,0,0,7.0
23,1.07,8.8388,1.5329,4.1397,-0.7203,0.0508,1.0173,0.304,9.872,10.629,0.3973,-3.5847,0.2,0.0,0.0,0.0,-1.0219,-0.1592,1.152,1.5481,-0.774,0,0,0,0.463,0.136,0.864,0,0,5.0
24,1.114,8.8233,1.534,4.161,-0.7753,0.0562,1.0635,0.325,9.859,10.625,0.3973,-3.5847,0.2,0.0,0.0,0.0,-1.0526,-0.1961,1.2,1.6082,-0.7382,0,0,0,0.48,0.145,0.855,0,0,3.0
25,1.156,8.8067,1.5351,4.1832,-0.8293,0.0576,1.1101,0.347,9.845,10.621,0.3973,-3.5847,0.2,0.0,0.0,0.0,-1.0832,-0.2331,1.248,1.6689,-0.7586,0,0,0,0.486,0.145,0.855,0,0,1.0
26,1.198,8.7892,1.5363,4.2063,-0.8786,0.0576,1.1578,0.371,9.831,10.616,0.3973,-3.5847,0.2,0.0,0.0,0.0,-1.1137,-0.2701,1.296,1.73,-0.7493,0,0,0,0.503,0.161,0.839,0,0,0.0
27,1.24,8.7706,1.5374,4.2304,-0.9275,0.0537,1.2061,0.395,9.816,10.611,0.3973,-3.5847,0.2,0.0,0.0,0.0,-1.1442,-0.3072,1.344,1.7916,-0.7681,0,0,0,0.51,0.161,0.839,0,0,0.0
28,1.282,8.7512,1.5383,4.2555,-0.9722,0.046,1.2555,0.42,9.8,10.606,0.3973,-3.5847,0.2,0.0,0.0,0.0,-1.1745,-0.3444,1.392,1.8536,-0.7388,0,0,0,0.525,0.163,0.837,0,0,0.0
29,1.324,8.7308,1.5389,4.2816,-1.0171,0.0323,1.3047,0.446,9.783,10.6,0.3973,-3.5847,0.2,0.0,0.0,0.0,-1.2048,-0.3816,1.44,1.9159,-0.7565,0,0,0,0.533,0.165,0.835,0,0,0.0
30,1.365,8.7097,1.5392,4.3087,-1.0575,0.0147,1.3546,0.473,9.765,10.594,0.3973,-3.5847,0.2,0.0,0.0,0.0,-1.235,-0.419,1.488,1.9786,-0.7295,0,0,0,0.547,0.177,0.823,0,0,0.0
31,1.407,8.6877,1.539,4.3368,-1.0977,-0.0088,1.4041,0.501,9.746,10.588,0.3973,-3.5847,0.2,0.0,0.0,0.0,-1.265,-0.4564,1.536,2.0416,-0.7459,0,0,0,0.555,0.193,0.807,0,0,0.0
32,1.448,8.6651,1.5383,4.3659,-1.133,-0.0363,1.4539,0.53,9.726,10.581,0.3973,-3.5847,0.2,0.0,0.0,0.0,-1.295,-0.4939,1.584,2.1048,-0.7089,0,0,0,0.561,0.201,0.799,0,0,0.0
33,1.489,8.6417,1.5369,4.396,-1.1679,-0.0695,1.5027,0.56,9.706,10.574,0.3973,-3.5847,0.2,0.0,0.0,0.0,-1.3248,-0.5315,1.632,2.1682,-0.7401,0,0,0,0.569,0.197,0.803,0,0,0.0
34,1.53,8.6177,1.5348,4.427,-1.2006,-0.1055,1.5519,0.591,9.684,10.567,0.3973,-3.5847,0.2,0.0,0.0,0.0,-1.3545,-0.5692,1.68,2.2318,-0.6892,0,0,0,0.568,0.197,0.803,0,0,0.0
35,1.571,8.5931,1.5319,4.459,-1.2323,-0.1475,1.5996,0.623,9.662,10.559,0.3973,-3.5847,0.2,0.0,0.0,0.0,-1.3841,-0.607,1.7,2.2747,-0.7177,0,0,0,0.576,0.211,0.789,0,0,0.0
36,1.612,8.5678,1.5281,4.4917,-1.2633,-0.1893,1.6375,0.656,9.638,10.551,0.3973,-3.5847,0.2,0.0,0.0,0.0,-1.4135,-0.645,1.7,2.303,-0.6674,0,0,0,0.574,0.212,0.788,0,0,0.0
37,1.652,8.542,1.5234,4.525,-1.2908,-0.2331,1.6612,0.689,9.614,10.542,0.3973,-3.5847,0.2,0.0,0.0,0.0,-1.4428,-0.683,1.7,2.332,-0.7119,0,0,0,0.583,0.222,0.778,0,0,0.0
38,1.693,8.5156,1.5179,4.5585,-1.3169,-0.2754,1.6768,0.723,9.589,10.533,0.3973,-3.5847,0.2,0.0,0.0,0.0,-1.4719,-0.7211,1.7,2.3615,-0.6638,0,0,0,0.583,0.22,0.78,0,0,0.0
39,1.733,8.4888,1.5115,4.5922,-1.3407,-0.3209,1.6858,0.756,9.563,10.523,0.3973,-3.5847,0.2,0.0,0.0,0.0,-1.5009,-0.7594,1.7,2.3915,-0.7065,0,0,0,0.59,0.233,0.767,0,0,0.0
40,1.773,8.4615,1.5042,4.626,-1.3637,-0.3663,1.692,0.79,9.536,10.513,0.3973,-3.5847,0.2,0.0,0.0,0.0,-1.5297,-0.7978,1.7,2.4221,-0.6603,0,0,0,0.59,0.227,0.773,0,0,0.0
41,1.814,8.4338,1.4959,4.6599,-1.385,-0.4158,1.6948,0.824,9.508,10.502,0.3973,-3.5847,0.2,0.0,0.0,0.0,-1.5583,-0.8364,1.7,2.4531,-0.6753,0,0,0,0.59,0.223,0.777,0,0,0.0
42,1.854,8.4057,1.4865,4.6939,-1.4055,-0.466,1.6964,0.859,9.479,10.49,0.3973,-3.5847,0.2,0.0,0.0,0.0,-1.5867,-0.8751,1.7,2.4846,-0.6446,0,0,0,0.588,0.223,0.777,0,0,0.0
43,1.895,8.3772,1.4762,4.7278,-1.428,-0.5183,1.696,0.892,9.449,10.478,0.3973,-3.5847,0.2,0.0,0.0,0.0,-1.6148,-0.9139,1.7,2.5165,-0.662,0,0,0,0.59,0.225,0.775,0,0,0.0
44,1.935,8.3482,1.4648,4.7617,-1.4509,-0.5709,1.6956,4.742,9.419,10.465,0.3973,-3.5847,0.2,0.0,0.0,0.0,-1.6428,-0.953,1.7,2.5489,-0.6155,0,0,0,0.585,0.224,0.776,0,0,0.0
45,1.975,8.3187,1.4522,4.7956,-1.4734,-0.6253,1.694,4.776,9.387,10.452,0.3973,-3.5847,0.2,0.0,0.0,0.0,-1.6704,-0.9922,1.7,2.5816,-0.6589,0,0,0,0.588,0.234,0.766,0,0,0.0
46,2.015,8.2888,1.4387,4.8294,-1.4962,-0.6781,1.6926,4.809,9.355,10.437,0.3973,-3.5847,0.2,0.0,0.0,0.0,-1.6977,-1.0317,1.7,2.6147,-0.6126,0,0,0,0.583,0.228,0.772,0,0,0.0
47,2.053,8.2584,1.424,4.8632,-1.5186,-0.7331,1.6903,4.843,9.321,10.423,0.3973,-3.5847,0.2,0.0,0.0,0.0,-1.7245,-1.0715,1.7,2.648,-0.6325,0,0,0,0.58,0.217,0.783,0,0,0.0
48,2.091,8.2276,1.4083,4.897,-1.5412,-0.787,1.6889,4.877,9.287,10.407,0.3973,-3.5847,0.2,0.0,0.0,0.0,-1.7505,-1.1119,1.7,2.6815,-0.5984,0,0,0,0.573,0.205,0.795,0,0,0.0
49,2.128,8.1962,1.3915,4.9308,-1.566,-0.8415,1.6872,4.911,9.251,10.391,0.3973,-3.5847,0.2,0.0,0.0,0.0,-1.7539,-1.1191,1.7,2.6867,-0.621,0,0,0,0.573,0.206,0.794,0,0,0.0
50,2.163,8.1644,1.3736,4.9644,-1.5916,-0.8936,1.6841,4.944,9.215,10.374,0.3973,-3.5847,0.2,0.0,0.0,0.0,-1.7526,-1.1188,1.7,2.6858,-0.5742,0,0,0,0.566,0.202,0.798,0,0,0.0
51,2.198,8.1321,1.3547,4.998,-1.6162,-0.9454,1.6796,4.978,9.177,10.356,0.3973,-3.5847,0.2,0.0,0.0,0.0,-1.7513,-1.1184,1.7,2.6848,-0.6043,0,0,0,0.565,0.201,0.799,0,0,0.0
52,2.232,8.0993,1.3348,5.0315,-1.6403,-0.9936,1.6755,5.012,9.139,10.338,0.3973,-3.5847,0.2,0.0,0.0,0.0,-1.7501,-1.1178,1.7,2.6837,-0.5576,0,0,0,0.556,0.198,0.802,0,0,0.0
53,2.267,8.066,1.314,5.065,-1.6637,-1.041,1.6713,5.045,9.1,10.319,0.3973,-3.5847,0.2,0.0,0.0,0.0,-1.7489,-1.1172,1.7,2.6827,-0.553,0,0,0,0.552,0.198,0.802,0,0,0.0
54,2.302,8.0323,1.2923,5.0983,-1.6868,-1.0842,1.6683,5.078,9.06,10.299,0.3973,-3.5847,0.2,0.0,0.0,0.0,-1.7478,-1.1164,1.7,2.6816,-0.5528,0,0,0,0.543,0.194,0.806,0,0,0.0
55,2.336,7.9982,1.2698,5.1317,-1.7061,-1.123,1.6666,5.112,9.019,10.279,0.3973,-3.5847,0.2,0.0,0.0,0.0,-1.7467,-1.1156,1.7,2.6806,-0.5417,0,0,0,0.537,0.191,0.809,0,0,0.0
56,2.37,7.9636,1.2467,5.165,-1.7253,-1.1578,1.6661,5.145,8.977,10.259,0.3973,-3.5847,0.2,0.0,0.0,0.0,-1.7456,-1.1146,1.7,2.6794,-0.5418,0,0,0,0.527,0.192,0.808,0,0,0.0
57,2.404,7.9288,1.2229,5.1983,-1.741,-1.188,1.6672,5.178,8.935,10.238,0.3973,-3.5847,0.2,0.0,0.0,0.0,-1.7445,-1.1136,1.7,2.6783,-0.5352,0,0,0,0.522,0.189,0.811,0,0,0.0
58,2.437,7.8937,1.1986,5.2317,-1.7568,-1.2138,1.6687,5.212,8.892,10.217,0.3973,-3.5847,0.2,0.0,0.0,0.0,-1.7435,-1.1125,1.7,2.6772,-0.5367,0,0,0,0.512,0.184,0.816,0,0,0.0
59,2.471,7.8583,1.1739,5.2651,-1.7688,-1.2349,1.6705,5.245,8.849,10.196,0.3973,-3.5847,0.2,0.0,0.0,0.0,-1.7425,-1.1113,1.7,2.676,-0.5273,0,0,0,0.506,0.176,0.824,0,0,0.0
60,2.504,7.8227,1.1489,5.2986,-1.7802,-1.2517,1.6731,5.279,8.806,10.175,0.3973,-3.5847,0.2,0.0,0.0,0.0,-1.7415,-1.1101,1.7,2.6749,-0.527,0,0,0,0.496,0.166,0.834,0,0,0.0
61,2.537,7.787,1.1236,5.3321,-1.7877,-1.2637,1.6759,5.312,8.762,10.155,0.3973,-3.5847,0.2,0.0,0.0,0.0,-1.7404,-1.1089,1.7,2.6737,-0.5233,0,0,0,0.491,0.167,0.833,0,0,0.0
62,2.571,7.7511,1.0982,5.3657,-1.7947,-1.2712,1.6789,5.346,8.718,10.134,0.3973,-3.5847,0.2,0.0,0.0,0.0,-1.7394,-1.1077,1.7,2.6726,-0.5219,0,0,0,0.481,0.159,0.841,0,0,0.0
63,2.605,7.7151,1.0727,5.3993,-1.7971,-1.2739,1.6814,5.379,8.674,10.113,0.3973,-3.5847,0.2,0.0,0.0,0.0,-1.7385,-1.1064,1.7,2.6714,-0.534,0,0,0,0.479,0.158,0.842,0,0,0.0
64,2.639,7.6792,1.0473,5.433,-1.7985,-1.2723,1.6841,5.413,8.63,10.093,0.3973,-3.5847,0.2,0.0,0.0,0.0,-1.7375,-1.1052,1.7,2.6702,-0.5304,0,0,0,0.47,0.153,0.847,0,0,0.0
65,2.673,7.6432,1.0219,5.4667,-1.7963,-1.2676,1.6862,5.447,8.586,10.073,0.3973,-3.5847,0.2,0.0,0.0,0.0,-1.7364,-1.1039,1.7,2.6691,-0.5299,0,0,0,0.468,0.152,0.848,0,0,0.0
66,2.706,7.6073,0.9967,5.5005,-1.7939,-1.2598,1.688,5.48,8.543,10.053,0.3973,-3.5847,0.2,0.0,0.0,0.0,-1.7354,-1.1027,1.7,2.6679,-0.525,0,0,0,0.46,0.15,0.85,0,0,0.0
67,2.74,7.5716,0.9718,5.5343,-1.7874,-1.2491,1.689,5.514,8.499,10.034,0.3973,-3.5847,0.2,0.0,0.0,0.0,-1.7344,-1.1015,1.7,2.6668,-0.5598,0,0,0,0.459,0.151,0.849,0,0,0.0
68,2.773,7.536,0.9471,5.568,-1.7802,-1.2355,1.6897,5.548,8.456,10.016,0.3973,-3.5847,0.2,0.0,0.0,0.0,-1.7334,-1.1004,1.7,2.6656,-0.5084,0,0,0,0.45,0.147,0.853,0,0,0.0
69,2.806,7.5006,0.9226,5.6018,-1.772,-1.2221,1.6902,5.582,8.413,9.998,0.3973,-3.5847,0.2,0.0,0.0,0.0,-1.7324,-1.0992,1.7,2.6645,-0.5481,0,0,0,0.449,0.148,0.852,0,0,0.0
70,2.84,7.4653,0.8985,5.6357,-1.7624,-1.2051,1.6901,5.616,8.37,9.98,0.3973,-3.5847,0.2,0.0,0.0,0.0,-1.7313,-1.0982,1.7,2.6633,-0.5338,0,0,0,0.438,0.139,0.861,0,0,0.0
71,2.873,7.4303,0.8747,5.6694,-1.7519,-1.1879,1.6899,5.649,8.328,9.963,0.3973,-3.5847,0.2,0.0,0.0,0.0,-1.7303,-1.0971,1.7,2.6622,-0.537,0,0,0,0.437,0.143,0.857,0,0,0.0
72,2.907,7.3954,0.8514,5.7032,-1.7432,-1.1699,1.6896,5.683,8.286,9.947,0.3973,-3.5847,0.2,0.0,0.0,0.0,-1.7292,-1.0961,1.7,2.6611,-0.5278,0,0,0,0.427,0.137,0.863,0,0,0.0
73,2.94,7.3608,0.8283,5.737,-1.7326,-1.1513,1.6889,5.717,8.244,9.931,0.3973,-3.5847,0.2,0.0,0.0,0.0,-1.7281,-1.0952,1.7,2.66,-0.5495,0,0,0,0.428,0.136,0.864,0,0,0.0
74,2.974,7.3263,0.8057,5.7708,-1.7234,-1.1319,1.6884,5.751,8.203,9.916,0.3973,-3.5847,0.2,0.0,0.0,0.0,-1.727,-1.0943,1.7,2.6589,-0.5418,0,0,0,0.419,0.128,0.872,0,0,0.0
75,3.007,7.292,0.7834,5.8045,-1.7139,-1.1136,1.688,5.785,8.162,9.901,0.3973,-3.5847,0.2,0.0,0.0,0.0,-1.7259,-1.0934,1.7,2.6578,-0.5467,0,0,0,0.421,0.134,0.866,0,0,0.0
76,3.041,7.2579,0.7615,5.8383,-1.7072,-1.0962,1.6878,5.818,8.121,9.887,0.3973,-3.5847,0.2,0.0,0.0,0.0,-1.7247,-1.0926,1.7,2.6568,-0.5359,0,0,0,0.414,0.134,0.866,0,0,0.0
77,3.074,7.2239,0.7399,5.8721,-1.6995,-1.0802,1.6876,5.852,8.081,9.873,0.3973,-3.5847,0.2,0.0,0.0,0.0,-1.7236,-1.0918,1.7,2.6557,-0.5414,0,0,0,0.418,0.132,0.868,0,0,0.0
78,3.106,7.19,0.7186,5.9058,-1.6943,-1.0651,1.6876,5.886,8.041,9.86,0.3973,-3.5847,0.2,0.0,0.0,0.0,-1.7224,-1.0911,1.7,2.6546,-0.53,0,0,0,0.413,0.13,0.87,0,0,0.0
79,3.137,7.1562,0.6976,5.9396,-1.6877,-1.0516,1.6876,5.92,8.001,9.847,0.3973,-3.5847,0.2,0.0,0.0,0.0,-1.7212,-1.0905,1.7,2.6536,-0.5364,0,0,0,0.418,0.137,0.863,0,0,0.0
80,3.169,7.1226,0.6768,5.9733,-1.6832,-1.0391,1.6877,5.953,7.962,9.835,0.3973,-3.5847,0.2,0.0,0.0,0.0,-1.72,-1.0898,1.7,2.6526,-0.5242,0,0,0,0.414,0.131,0.869,0,0,0.0
81,3.198,7.089,0.6562,6.0071,-1.677,-1.0282,1.6878,5.987,7.922,9.823,0.3973,-3.5847,0.2,0.0,0.0,0.0,-1.7187,-1.0892,1.7,2.6515,-0.5374,0,0,0,0.42,0.141,0.859,0,0,0.0
82,3.227,7.0556,0.6358,6.0408,-1.6724,-1.0185,1.6881,6.021,7.883,9.811,0.3973,-3.5847,0.2,0.0,0.0,0.0,-1.7175,-1.0887,1.7,2.6505,-0.5243,0,0,0,0.417,0.134,0.866,0,0,0.0
83,3.257,7.0222,0.6156,6.0746,-1.6667,-1.0111,1.6885,6.055,7.844,9.8,0.3973,-3.5847,0.2,0.0,0.0,0.0,-1.7163,-1.0881,1.7,2.6495,-0.5326,0,0,0,0.424,0.137,0.863,0,0,0.0
84,3.286,6.989,0.5955,6.1084,-1.6631,-1.0053,1.6889,6.088,7.805,9.789,0.3973,-3.5847,0.2,0.0,0.0,0.0,-1.715,-1.0876,1.7,2.6484,-0.5189,0,0,0,0.422,0.142,0.858,0,0,0.0
85,3.315,6.9558,0.5755,6.1422,-1.6579,-1.0021,1.6892,6.122,7.767,9.779,0.3973,-3.5847,0.2,0.0,0.0,0.0,-1.7138,-1.0871,1.7,2.6474,-0.5163,0,0,0,0.426,0.141,0.859,0,0,0.0
86,3.344,6.9227,0.5555,6.176,-1.6546,-1.0006,1.6896,6.156,7.728,9.769,0.3973,-3.5847,0.2,0.0,0.0,0.0,-1.7126,-1.0865,1.7,2.6464,-0.5017,0,0,0,0.422,0.139,0.861,0,0,0.0
87,3.373,6.8897,0.5354,6.2098,-1.6501,-1.0008,1.6899,6.19,7.689,9.759,0.3973,-3.5847,0.2,0.0,0.0,0.0,-1.7113,-1.086,1.7,2.6454,-0.5118,0,0,0,0.426,0.141,0.859,0,0,0.0
88,3.402,6.8568,0.5154,6.2436,-1.6478,-1.0019,1.6901,6.224,7.651,9.75,0.3973,-3.5847,0.2,0.0,0.0,0.0,-1.7101,-1.0855,1.652,2.6138,-0.4967,0,0,0,0.423,0.144,0.856,0,0,0.0
89,3.432,6.8239,0.4953,6.277,-1.6438,-1.0042,1.6724,6.257,7.612,9.741,0.3973,-3.5847,0.2,0.0,0.0,0.0,-1.7089,-1.0849,1.604,2.5827,-0.4954,0,0,0,0.424,0.141,0.859,0,0,0.0
90,3.464,6.7911,0.4752,6.3099,-1.6414,-1.0072,1.6436,6.29,7.574,9.731,0.3973,-3.5847,0.2,0.0,0.0,0.0,-1.7077,-1.0843,1.556,2.5521,-0.4803,0,0,0,0.419,0.138,0.862,0,0,0.0
91,3.495,6.7583,0.455,6.342,-1.6382,-1.0107,1.6078,6.322,7.535,9.721,0.3973,-3.5847,0.2,0.0,0.0,0.0,-1.7065,-1.0837,1.508,2.522,-0.4926,0,0,0,0.421,0.137,0.863,0,0,0.0
92,3.526,6.7256,0.4347,6.3734,-1.6367,-1.0142,1.5677,6.353,7.497,9.711,0.3973,-3.5847,0.2,0.0,0.0,0.0,-1.7053,-1.0831,1.46,2.4926,-0.4774,0,0,0,0.417,0.138,0.862,0,0,0.0
93,3.558,6.6929,0.4143,6.4039,-1.6347,-1.0186,1.5247,6.384,7.458,9.701,0.3973,-3.5847,0.2,0.0,0.0,0.0,-1.7041,-1.0825,1.412,2.4637,-0.48,0,0,0,0.418,0.135,0.865,0,0,0.0
94,3.589,6.6602,0.3938,6.4335,-1.6344,-1.0233,1.48,6.413,7.42,9.691,0.3973,-3.5847,0.2,0.0,0.0,0.0,-1.703,-1.0818,1.364,2.4354,-0.4645,0,0,0,0.413,0.139,0.861,0,0,0.0
95,3.62,6.6275,0.3733,6.4622,-1.6336,-1.0287,1.4342,6.442,7.381,9.68,0.3973,-3.5847,0.2,0.0,0.0,0.0,-1.7019,-1.0811,1.316,2.4077,-0.4736,0,0,0,0.414,0.138,0.862,0,0,0.0
96,3.651,6.5948,0.3526,6.4899,-1.6345,-1.0339,1.3877,6.47,7.342,9.668,0.3973,-3.5847,0.2,0.0,0.0,0.0,-1.7007,-1.0804,1.268,2.3807,-0.4577,0,0,0,0.41,0.137,0.863,0,0,0.0
97,3.682,6.5621,0.3318,6.5167,-1.6346,-1.0398,1.3405,6.497,7.304,9.656,0.3973,-3.5847,0.2,0.0,0.0,0.0,-1.6996,-1.0797,1.22,2.3543,-0.4498,0,0,0,0.406,0.133,0.867,0,0,0.0
98,3.713,6.5294,0.3109,6.5426,-1.6363,-1.0457,1.2932,6.523,7.265,9.644,0.3973,-3.5847,0.2,0.0,0.0,0.0,-1.6985,-1.079,1.172,2.3287,-0.4424,0,0,0,0.4,0.133,0.867,0,0,0.0
99,3.744,6.4967,0.2899,6.5675,-1.6376,-1.0511,1.2459,6.548,7.226,9.631,0.3973,-3.5847,0.2,0.0,0.0,0.0,-1.6974,-1.0782,1.124,2.3037,-0.4546,0,0,0,0.401,0.131,0.869,0,0,0.0
100,3.775,6.4638,0.2687,6.5915,-1.6406,-1.0559,1.1984,6.571,7.187,9.618,0.3973,-3.5847,0.2,0.0,0.0,0.0,-1.6963,-1.0775,1.076,2.2795,-0.4378,0,0,0,0.395,0.132,0.868,0,0,0.0
101,3.806,6.431,0.2475,6.6145,-1.6427,-1.0611,1.1505,6.594,7.148,9.604,0.3973,-3.5847,0.2,0.0,0.0,0.0,-1.6952,-1.0767,1.028,2.256,-0.4342,0,0,0,0.392,0.131,0.869,0,0,0.0
102,3.837,6.3981,0.2262,6.6365,-1.6461,-1.0658,1.1029,6.617,7.109,9.59,0.3973,-3.5847,0.2,0.0,0.0,0.0,-1.6941,-1.0759,0.98,2.2334,-0.4182,0,0,0,0.384,0.126,0.874,0,0,0.0
103,3.868,6.3651,0.2048,6.6577,-1.6489,-1.07,1.0553,6.638,7.069,9.575,0.3973,-3.5847,0.2,0.0,0.0,0.0,-1.693,-1.075,0.932,2.2115,-0.4314,0,0,0,0.382,0.127,0.873,0,0,0.0
104,3.899,6.332,0.1833,6.6778,-1.6531,-1.0729,1.0077,6.658,7.03,9.559,0.3973,-3.5847,0.2,0.0,0.0,0.0,-1.6919,-1.0742,0.884,2.1905,-0.4132,0,0,0,0.375,0.123,0.877,0,0,0.0
105,3.931,6.2989,0.1618,6.697,-1.6564,-1.0756,0.9601,6.677,6.99,9.543,0.3973,-3.5847,0.2,0.0,0.0,0.0,-1.6909,-1.0734,0.836,2.1703,-0.4273,0,0,0,0.375,0.122,0.878,0,0,0.0
